codice_istat;anno;abitanti
008068;2020;491
044032;2019;2036
044032;2020;1977
056035;2019;8788
056035;2020;8785
001160;2019;3391
001160;2020;3373
018094;2019;886
018094;2020;872
078081;2019;20287
078081;2020;20227
001161;2019;5155
001161;2020;5191
098040;2019;2261
098040;2020;2252
004136;2019;748
004136;2020;738
065070;2019;1935
065070;2020;1893
013154;2019;5257
013154;2020;5325
109013;2019;1661
109013;2020;1638
094028;2019;2388
094028;2020;2373
057039;2019;378
057039;2020;383
079080;2019;1696
079080;2020;1691
069051;2019;921
069051;2020;905
053016;2019;12048
053016;2020;11971
054029;2019;1510
054029;2020;1495
043027;2019;122
043027;2020;111
041031;2019;653
041031;2020;655
058060;2019;11886
058060;2020;11802
019058;2019;2274
019058;2020;2269
024063;2019;2820
024063;2020;2794
063047;2019;12561
063047;2020;12428
109016;2019;778
109016;2020;764
041035;2019;1089
041035;2020;1086
017111;2019;1705
017111;2020;1686
097052;2019;1882
097052;2020;1899
041038;2019;2825
041038;2020;2803
058064;2019;8608
058064;2020;8523
109021;2019;350
109021;2020;337
042029;2019;3070
042029;2020;3076
056037;2019;1972
056037;2020;1928
059015;2019;6203
059015;2020;6238
065075;2019;1496
065075;2020;1491
060044;2019;12492
060044;2020;12388
057043;2019;676
057043;2020;656
043031;2019;7747
043031;2020;7612
043032;2019;728
043032;2020;712
109023;2019;2386
109023;2020;2365
037042;2019;10865
037042;2020;10787
051025;2019;8734
051025;2020;8729
042030;2019;6879
042030;2020;6876
054032;2019;1139
054032;2020;1127
071033;2019;12024
071033;2020;11854
109024;2019;8119
109024;2020;8103
109025;2019;419
109025;2020;409
109026;2019;695
109026;2020;699
018095;2019;1546
018095;2020;1525
068023;2019;940
068023;2020;937
080053;2019;6001
080053;2020;5863
069009;2019;83
069009;2020;82
024060;2019;6464
024060;2020;6446
026046;2019;31473
026046;2020;31551
010038;2019;223
010038;2020;224
057040;2019;862
057040;2020;859
041030;2019;2768
041030;2020;2757
064052;2019;3551
064052;2020;3500
018096;2019;524
018096;2020;516
046021;2019;4409
046021;2020;4400
042026;2019;1911
042026;2020;1892
043026;2019;7079
043026;2020;6982
006105;2019;311
006105;2020;307
055017;2019;5010
055017;2020;4907
050019;2019;1676
050019;2020;1661
047011;2019;19752
047011;2020;20001
023049;2019;4281
023049;2020;4308
055018;2019;1637
055018;2020;1596
035027;2019;10483
035027;2020;10523
024061;2019;23145
024061;2020;23006
024062;2019;5046
024062;2020;5024
006106;2019;542
006106;2020;531
005075;2019;1259
005075;2020;1258
034023;2019;11067
034023;2020;11117
041032;2019;1652
041032;2020;1634
070042;2019;1320
070042;2020;1285
041033;2019;1086
041033;2020;1066
065071;2019;2653
065071;2020;2605
065072;2019;10916
065072;2020;11080
065073;2019;12209
065073;2020;12209
043028;2019;7229
043028;2020;7323
103046;2019;1267
103046;2020;1256
036024;2019;931
036024;2020;916
044034;2019;508
044034;2020;507
085011;2019;1484
085011;2020;1449
064053;2019;3234
064053;2020;3202
054030;2019;5507
054030;2020;5483
109014;2019;404
109014;2020;395
062042;2019;1435
062042;2020;1405
070043;2019;1492
070043;2020;1462
043029;2019;3409
043029;2020;3408
041034;2019;2582
041034;2020;2540
069052;2019;122
069052;2020;118
056036;2019;13186
056036;2020;13053
067027;2019;994
067027;2020;985
099008;2019;2228
099008;2020;2228
044036;2019;2030
044036;2020;2001
036025;2019;2138
036025;2020;2141
058061;2019;1252
058061;2020;1232
065074;2019;543
065074;2020;533
023050;2019;8899
023050;2020;8947
064054;2019;11489
064054;2020;11506
109015;2019;1134
109015;2020;1114
055019;2019;1271
055019;2020;1282
064055;2019;2194
064055;2020;2159
064056;2019;1285
064056;2020;1261
055020;2019;1172
055020;2020;1146
024064;2019;3428
024064;2020;3393
024065;2019;1787
024065;2020;1801
044038;2019;475
044038;2020;463
006107;2019;300
006107;2020;292
078082;2019;1766
078082;2020;1707
109017;2019;6703
109017;2020;6597
109018;2019;12830
109018;2020;12722
099009;2019;1006
099009;2020;993
012103;2019;1462
012103;2020;1475
005076;2019;2309
005076;2020;2313
008037;2019;123
008037;2020;116
028057;2019;11563
028057;2020;11539
073016;2019;5528
073016;2020;5492
041036;2019;7033
041036;2020;6974
058062;2019;2087
058062;2020;2072
069053;2019;82
069053;2020;82
109019;2019;370
109019;2020;366
071032;2019;993
071032;2020;973
054031;2019;587
054031;2020;580
055021;2019;1427
055021;2020;1383
090040;2019;107
090040;2020;107
057041;2019;1196
057041;2020;1187
082050;2019;6019
082050;2020;5950
058063;2019;5226
058063;2020;5171
064057;2019;7618
064057;2020;7535
016139;2019;3240
016139;2020;3267
070044;2019;346
070044;2020;334
109020;2019;745
109020;2020;732
004137;2019;478
004137;2020;478
048028;2019;14318
048028;2020;14331
043030;2019;3520
043030;2020;3454
082051;2019;3166
082051;2020;3133
005077;2019;1121
005077;2020;1083
004138;2019;231
004138;2020;228
064058;2019;2738
064058;2020;2724
042027;2019;9867
042027;2020;9864
006108;2019;288
006108;2020;291
073017;2019;3739
073017;2020;3712
013155;2019;223
013155;2020;221
051023;2019;550
051023;2020;535
064059;2019;5249
064059;2020;5179
076051;2019;1519
076051;2020;1499
070045;2019;337
070045;2020;327
044044;2019;561
044044;2020;558
100003;2019;18809
100003;2020;18914
076052;2019;1185
076052;2020;1157
030061;2019;507
030061;2020;497
070046;2019;6437
070046;2020;6283
057042;2019;280
057042;2020;277
094029;2019;511
094029;2020;513
069054;2019;638
069054;2020;633
069055;2019;2384
069055;2020;2363
079081;2019;5444
079081;2020;5475
073018;2019;2352
073018;2020;2327
044045;2019;12729
044045;2020;12837
052015;2019;13763
052015;2020;13664
051024;2019;1730
051024;2020;1721
066056;2019;2380
066056;2020;2321
093027;2019;4297
093027;2020;4311
037041;2019;6163
037041;2020;6169
052016;2019;10019
052016;2020;10029
094030;2019;2134
094030;2020;2090
052017;2019;8992
052017;2020;8986
075048;2019;13808
075048;2020;13673
056038;2019;4485
056038;2020;4574
011019;2019;1410
011019;2020;1397
088007;2019;2913
088007;2020;2857
102023;2019;1639
102023;2020;1599
004139;2019;527
004139;2020;510
058065;2019;40649
058065;2020;40898
053027;2019;1312
053027;2020;1293
109022;2019;2181
109022;2020;2147
075049;2019;2629
075049;2020;2622
065076;2019;6473
065076;2020;6391
062043;2019;13371
062043;2020;13226
077017;2019;9652
077017;2020;9597
018097;2019;415
018097;2020;403
103047;2019;382
103047;2020;377
050020;2019;2135
050020;2020;2110
099029;2019;6821
099029;2020;6821
036026;2019;3331
036026;2020;3275
018098;2019;280
018098;2020;271
068024;2019;52843
068024;2020;53212
048030;2019;13316
048030;2020;13280
001162;2019;842
001162;2020;834
004140;2019;1592
004140;2020;1580
084025;2019;2885
084025;2020;2829
051026;2019;23942
051026;2020;23890
097053;2019;2690
097053;2020;2690
064060;2019;749
064060;2020;739
050021;2019;749
050021;2020;762
024066;2019;2858
024066;2020;2865
004141;2019;230
004141;2020;229
090041;2019;2402
090041;2020;2405
040028;2019;1722
040028;2020;1725
017112;2019;4518
017112;2020;4533
033027;2019;5213
033027;2020;5180
018099;2019;701
018099;2020;680
097054;2019;4101
097054;2020;4087
024067;2019;8839
024067;2020;8863
004142;2019;2346
004142;2020;2365
017113;2019;25569
017113;2020;25774
052018;2019;1521
052018;2020;1503
053017;2019;1159
053017;2020;1154
005121;2019;1602
005121;2020;1587
045011;2019;10257
045011;2020;10236
017114;2019;5091
017114;2020;5072
007043;2019;1795
007043;2020;1802
019059;2019;2495
019059;2020;2493
010039;2019;2013
010039;2020;2026
054033;2019;1612
054033;2020;1604
057044;2019;4092
057044;2020;4108
050022;2019;11153
050022;2020;11130
013157;2019;2532
013157;2020;2534
067028;2019;7885
067028;2020;7821
070047;2019;397
070047;2020;395
058066;2019;1929
058066;2020;2005
064121;2019;19089
064121;2020;19160
024068;2019;3028
024068;2020;3030
109027;2019;922
109027;2020;890
095085;2019;458
095085;2020;455
018100;2019;1624
018100;2020;1645
012104;2019;1924
012104;2020;1909
108033;2019;124459
108033;2020;124840
020036;2019;4911
020036;2020;4938
037044;2019;6352
037044;2020;6347
078083;2019;4344
078083;2020;4206
006109;2019;1379
006109;2020;1380
005079;2019;189
005079;2020;185
031013;2019;739
031013;2020;713
012105;2019;4241
012105;2020;4243
014045;2019;12452
014045;2020;12458
006110;2019;418
006110;2020;416
075050;2019;3190
075050;2020;3153
099011;2019;7087
099011;2020;7100
062044;2019;4812
062044;2020;4744
037045;2019;4670
037045;2020;4726
016140;2019;2511
016140;2020;2500
090042;2019;1912
090042;2020;1875
109028;2019;554
109028;2020;549
004143;2019;4075
004143;2020;4064
033028;2019;962
033028;2020;957
026047;2019;4464
026047;2020;4459
007044;2019;2102
007044;2020;2096
095030;2019;699
095030;2020;696
022123;2019;9949
022123;2020;9997
026048;2019;2800
026048;2020;2787
058067;2019;2490
058067;2020;2468
065077;2019;635
065077;2020;616
015150;2019;1066
015150;2020;1048
066057;2019;1402
066057;2020;1389
001163;2019;843
001163;2020;851
058068;2019;8261
058068;2020;8286
078084;2019;2896
078084;2020;2813
012106;2019;5001
012106;2020;4948
006111;2019;717
006111;2020;711
016141;2019;2903
016141;2020;2911
018101;2019;609
018101;2020;622
060045;2019;3227
060045;2020;3214
004144;2019;2005
004144;2020;2022
064063;2019;1209
064063;2020;1186
042031;2019;1854
042031;2020;1828
067029;2019;3575
067029;2020;3583
057045;2019;339
057045;2020;351
070048;2019;568
070048;2020;559
043033;2019;9997
043033;2020;9968
093028;2019;2756
093028;2020;2720
006112;2019;630
006112;2020;627
018102;2019;15169
018102;2020;15266
030062;2019;4860
030062;2020;4831
097055;2019;32
097055;2020;30
030063;2019;2498
030063;2020;2480
019060;2019;745
019060;2020;747
064064;2019;1607
064064;2020;1613
067030;2019;9230
067030;2020;9199
068025;2019;3151
068025;2020;3130
021054;2019;2072
021054;2020;2057
031014;2019;1555
031014;2020;1555
096084;2019;1445
019061;2019;887
019061;2020;833
083058;2019;818
083058;2020;812
083059;2019;694
083059;2020;677
002082;2019;769
002082;2020;746
026049;2019;10754
026049;2020;10814
071034;2019;688
071034;2020;679
080054;2019;5862
080054;2020;5805
079083;2019;807
079083;2020;805
087030;2019;12179
087030;2020;12206
015151;2019;8022
015151;2020;8010
078085;2019;1196
078085;2020;1154
096037;2019;1346
096037;2020;1323
020037;2019;2520
020037;2020;2497
073019;2019;15726
073019;2020;15618
069056;2019;2458
069056;2020;2457
016142;2019;4485
016142;2020;4440
013159;2019;8587
013159;2020;8628
023051;2019;7799
023051;2020;7893
016143;2019;7436
016143;2020;7375
043034;2019;875
043034;2020;863
032003;2019;13003
032003;2020;12934
108034;2019;23476
108034;2020;23656
064065;2019;5210
064065;2020;5128
063048;2019;34736
063048;2020;34805
098041;2019;5782
098041;2020;5822
045012;2019;2371
045012;2020;2309
017115;2019;772
017115;2020;778
111042;2019;5242
111042;2020;5234
004145;2019;830
004145;2020;836
004146;2019;946
004146;2020;932
009040;2019;815
009040;2020;783
006113;2019;1360
006113;2020;1343
052019;2019;2409
052019;2020;2394
075051;2019;4888
075051;2020;4865
076053;2019;5275
076053;2020;5169
090043;2019;854
090043;2020;827
017116;2019;2661
017116;2020;2653
111043;2019;1537
111043;2020;1523
027025;2019;11462
027025;2020;11388
013160;2019;967
013160;2020;954
024070;2019;7583
024070;2020;7598
085012;2019;10338
085012;2020;10205
030064;2019;2460
030064;2020;2427
096038;2019;607
096038;2020;599
022124;2019;2815
022124;2020;2842
021055;2019;2029
021055;2020;1989
024071;2019;3119
024071;2020;3108
063049;2019;954318
063049;2020;948850
095031;2019;1738
095031;2020;1694
111044;2019;3188
111044;2020;3158
075052;2019;30785
075052;2020;30757
102024;2019;1243
102024;2020;1212
055022;2019;18839
055022;2020;18691
084026;2019;7432
084026;2020;7301
004147;2019;3516
004147;2020;3528
009041;2019;185
009041;2020;185
083060;2019;3617
083060;2020;3571
021056;2019;5867
021056;2020;5899
017117;2019;10540
017117;2020;10487
022126;2019;1402
066058;2019;541
066058;2020;519
021057;2019;3223
021057;2020;3241
058069;2019;1373
058069;2020;1333
010040;2019;2243
010040;2020;2188
003103;2019;1802
003103;2020;1791
023052;2019;16926
023052;2020;16850
010041;2019;853
010041;2020;839
004148;2019;3404
004148;2020;3319
016144;2019;11501
016144;2020;11472
058070;2019;1888
058070;2020;1862
076054;2019;1444
076054;2020;1415
095032;2019;658
095032;2020;643
056039;2019;8959
056039;2020;8963
067031;2019;5343
067031;2020;5302
058071;2019;1929
058071;2020;1911
026050;2019;6593
026050;2020;6538
015154;2019;16975
015154;2020;16970
057046;2019;205
057046;2020;196
013161;2019;1202
013161;2020;1186
096039;2019;974
096039;2020;942
058072;2019;47895
058072;2020;47754
075053;2019;5158
075053;2020;5069
034024;2019;3602
034024;2020;3557
004149;2019;370
004149;2020;364
017118;2019;2021
017118;2020;2012
003104;2019;835
003104;2020;818
097056;2019;3645
097056;2020;3634
001164;2019;47189
001164;2020;46957
087031;2019;7349
087031;2020;7416
018103;2019;289
018103;2020;284
086012;2019;13359
086012;2020;13183
102025;2019;6053
102025;2020;6043
004150;2019;359
004150;2020;363
004151;2019;1015
004151;2020;1006
030065;2019;2685
030065;2020;2633
085013;2019;26247
085013;2020;25853
086013;2019;2975
086013;2020;2922
083061;2019;3606
083061;2020;3577
005080;2019;10267
005080;2020;10285
027026;2019;16107
027026;2020;16176
001165;2019;116
001165;2020;110
078086;2019;363
078086;2020;350
068026;2019;1808
068026;2020;1798
065078;2019;45211
065078;2020;44969
065079;2019;24081
065079;2020;24017
079087;2019;4760
079087;2020;4707
054034;2019;5647
054034;2020;5619
034025;2019;12944
034025;2020;12955
072031;2019;18768
072031;2020;18651
075054;2019;2227
075054;2020;2191
076055;2019;815
076055;2020;789
023053;2019;8467
023053;2020;8442
022127;2019;2107
022127;2020;2084
023054;2019;3675
023054;2020;3697
024072;2019;1210
024072;2020;1207
072032;2019;26158
072032;2020;26037
063050;2019;34146
063050;2020;34266
001166;2019;6849
001166;2020;6829
009042;2019;2595
009042;2020;2554
001167;2019;286
001167;2020;295
022128;2019;1360
022128;2020;1356
036027;2019;15974
036027;2020;15970
001168;2019;8055
001168;2020;7969
103048;2019;859
103048;2020;857
091050;2019;297
091050;2020;293
095033;2019;1283
095033;2020;1217
054035;2019;4781
054035;2020;4724
059016;2019;3839
059016;2020;3797
015155;2019;649
015155;2020;645
067032;2019;6484
067032;2020;6466
089013;2019;23704
089013;2020;23694
021058;2019;1978
021058;2020;2010
108035;2019;23379
108035;2020;23317
021059;2019;3936
021059;2020;3972
077018;2019;6711
077018;2020;6716
099023;2019;7145
099023;2020;7084
022129;2019;1095
022129;2020;1106
001169;2019;540
001169;2020;528
003106;2019;103278
003106;2020;103287
083062;2019;1277
083062;2020;1242
014046;2019;1887
014046;2020;1883
015157;2019;20067
015157;2020;20137
024073;2019;4945
024073;2020;4940
013163;2019;2844
013163;2020;2850
035028;2019;13516
035028;2020;13444
004152;2019;981
004152;2020;969
027027;2019;6947
027027;2020;7010
028058;2019;11445
028058;2020;11493
024074;2019;8956
024074;2020;8977
036028;2019;9896
036028;2020;9862
006114;2019;28268
006114;2020;28200
065080;2019;2280
065080;2020;2318
015158;2019;4507
015158;2020;4504
075055;2019;7856
075055;2020;7736
004153;2019;412
004153;2020;399
090044;2019;788
090044;2020;780
095034;2019;469
095034;2020;459
090045;2019;1365
090045;2020;1345
090046;2019;2718
090046;2020;2692
042032;2019;3786
042032;2020;3777
091051;2019;35398
091051;2020;34996
095035;2019;1744
095035;2020;1757
111045;2019;877
111045;2020;863
111046;2019;1231
111046;2020;1209
111047;2019;2493
111047;2020;2463
095036;2019;348
095036;2020;336
111048;2019;2148
111048;2020;2118
007045;2019;2938
007045;2020;2950
064066;2019;3990
064066;2020;3946
017119;2019;3960
017119;2020;3900
017120;2019;4699
017120;2020;4680
111049;2019;1551
111049;2020;1509
096040;2019;3891
096040;2020;3837
096041;2019;2707
096041;2020;2692
029033;2019;11867
029033;2020;11950
006115;2019;1279
006115;2020;1264
066059;2019;1140
066059;2020;1121
006116;2019;432
006116;2020;435
006117;2019;255
006117;2020;239
026051;2019;20375
026051;2020;20322
017121;2019;1907
017121;2020;1916
066060;2019;457
066060;2020;438
042033;2019;2039
042033;2020;2036
019062;2019;5979
019062;2020;5988
044054;2019;4932
044054;2020;4895
017122;2019;4019
017122;2020;4043
103049;2019;865
103049;2020;875
012107;2019;4306
012107;2020;4300
097057;2019;8911
097057;2020;9005
001170;2019;1481
001170;2020;1455
065081;2019;2248
065081;2020;2247
090047;2019;59599
090047;2020;60154
002088;2019;777
002088;2020;792
002089;2019;219
002089;2020;211
003108;2019;14093
003108;2020;14157
003109;2019;2168
003109;2020;2166
018104;2019;706
018104;2020;716
058073;2019;6589
058073;2020;6537
065082;2019;6682
065082;2020;6665
013165;2019;11675
013165;2020;11667
097058;2019;6457
097058;2020;6392
012108;2019;12497
012108;2020;12542
097059;2019;7013
097059;2020;6983
091055;2019;6929
091055;2020;6850
018105;2019;163
018105;2020;165
079088;2019;518
079088;2020;511
083063;2019;2092
083063;2020;2092
065083;2019;3706
065083;2020;3703
097060;2019;1209
097060;2020;1234
077019;2019;402
077019;2020;384
008038;2019;203
008038;2020;191
006118;2019;112
006118;2020;116
095037;2019;1206
095037;2020;1182
091056;2019;1271
091056;2020;1245
007046;2019;163
007046;2020;165
090048;2019;4191
090048;2020;4193
019063;2019;928
019063;2020;929
016145;2019;496
016145;2020;494
005081;2019;74
005081;2020;71
016146;2019;1011
016146;2020;994
016147;2019;146
016147;2020;145
013169;2019;2356
013169;2020;2382
091057;2019;845
091057;2020;821
017123;2019;3203
017123;2020;3194
103050;2019;14859
103050;2020;14712
065084;2019;1627
065084;2020;1650
091058;2019;362
091058;2020;369
056040;2019;980
056040;2020;971
004154;2019;79
004154;2020;83
016148;2019;589
016148;2020;582
091059;2019;722
091059;2020;719
091060;2019;899
091060;2020;897
017124;2019;965
017124;2020;977
016149;2019;906
016149;2020;904
009043;2019;214
009043;2020;216
015159;2019;13845
015159;2020;13963
066061;2019;399
066061;2020;395
023055;2019;9973
023055;2020;10129
076056;2019;3696
076056;2020;3620
080055;2019;5147
080055;2020;5075
021060;2019;3822
021060;2020;3881
091061;2019;2821
091061;2020;2799
070049;2019;1688
070049;2020;1670
001171;2019;23348
001171;2020;23284
053018;2019;14655
053018;2020;14640
050023;2019;612
050023;2020;620
009044;2019;900
009044;2020;894
071063;2019;2810
071063;2020;2836
010042;2019;536
010042;2020;526
024075;2019;3055
024075;2020;3050
091062;2019;4165
091062;2020;4126
074011;2019;14903
074011;2020;14840
066062;2019;1266
066062;2020;1270
012109;2019;7828
012109;2020;7891
012110;2019;806
012110;2020;804
016150;2019;1725
016150;2020;1695
001172;2019;776
001172;2020;764
098042;2019;2041
098042;2020;2026
078087;2019;2034
078087;2020;1987
056041;2019;3707
056041;2020;3690
095038;2019;30935
095038;2020;30708
004155;2019;1578
004155;2020;1554
026052;2019;4486
026052;2020;4454
108036;2019;5083
108036;2020;5187
103051;2019;3406
103051;2020;3385
016151;2019;147
016151;2020;146
091063;2019;6981
091063;2020;6928
091064;2019;1983
091064;2020;1958
065085;2019;1042
065085;2020;1020
111050;2019;2189
111050;2020;2129
026053;2019;3859
026053;2020;3862
006119;2019;400
006119;2020;415
071035;2019;2617
071035;2020;2570
013170;2019;2718
013170;2020;2681
069057;2019;3745
069057;2020;3724
078088;2019;1228
078088;2020;1201
061053;2019;27601
061053;2020;27555
071036;2019;17188
071036;2020;17050
003112;2019;1318
003112;2020;1328
111051;2019;907
111051;2020;883
056042;2019;9232
056042;2020;9216
075056;2019;2348
075056;2020;2299
109029;2019;753
109029;2020;742
051027;2019;865
051027;2020;872
021061;2019;4884
021061;2020;4891
069058;2019;22481
069058;2020;22340
066063;2019;468
066063;2020;453
009045;2019;1583
009045;2020;1596
066064;2019;1771
066064;2020;1763
091066;2019;1131
091066;2020;1100
091067;2019;2273
091067;2020;2242
055023;2019;20406
055023;2020;20272
057047;2019;377
057047;2020;391
017125;2019;12378
017125;2020;12432
017126;2019;2442
017126;2020;2474
001173;2019;1151
001173;2020;1167
001174;2019;921
001174;2020;912
090049;2019;3225
090049;2020;3163
091068;2019;234
091068;2020;219
009046;2019;460
009046;2020;447
090050;2019;2951
090050;2020;2925
042034;2019;34856
042034;2020;34847
091069;2019;764
091069;2020;739
016152;2019;5237
016152;2020;5259
016153;2019;12465
016153;2020;12560
012111;2019;801
097061;2019;4737
097061;2020;4787
030066;2019;2855
030066;2020;2849
008039;2019;3175
008039;2020;3116
022130;2019;795
022130;2020;795
064067;2019;2095
064067;2020;2132
028059;2019;5600
028059;2020;5585
098043;2019;1961
098043;2020;1960
025035;2019;269
025035;2020;264
017127;2019;14243
017127;2020;14257
098044;2019;1406
098044;2020;1395
022131;2019;846
022131;2020;840
090051;2019;5724
090051;2020;5639
017128;2019;1459
017128;2020;1534
015164;2019;4305
015164;2020;4290
004156;2019;86
004156;2020;90
038017;2019;5890
038017;2020;5813
019064;2019;2831
019064;2020;2800
020038;2019;6579
020038;2020;6523
042035;2019;6653
042035;2020;6543
042036;2019;3263
042036;2020;3213
074012;2019;30728
074012;2020;30633
075057;2019;5863
075057;2020;5827
055024;2019;1800
055024;2020;1790
091070;2019;2268
091070;2020;2261
065086;2019;626
065086;2020;643
063051;2019;23465
063051;2020;23500
006120;2019;608
006120;2020;614
018106;2019;1093
018106;2020;1087
033030;2019;491
033030;2020;467
001175;2019;3378
001175;2020;3319
006121;2019;11244
006121;2020;11164
030067;2019;1874
030067;2020;1838
006122;2019;1225
006122;2020;1197
066065;2019;1181
066065;2020;1176
091071;2019;1590
091071;2020;1577
007047;2019;212
007047;2020;217
001176;2019;1207
001176;2020;1181
090052;2019;10555
090052;2020;10424
037046;2019;13967
037046;2020;14050
006123;2019;1396
006123;2020;1381
015165;2019;1436
015165;2020;1424
111052;2019;2684
111052;2020;2667
083064;2019;6219
083064;2020;6197
081013;2019;11136
081013;2020;11036
066066;2019;1127
066066;2020;1125
089014;2019;21472
089014;2020;21758
054036;2019;984
054036;2020;968
017129;2019;4627
017129;2020;4661
006124;2019;198
006124;2020;200
097062;2019;3790
097062;2020;3824
026054;2019;2198
015166;2019;47168
015166;2020;47380
017130;2019;3634
017130;2020;3645
019065;2019;1397
019065;2020;1385
028060;2019;209995
028060;2020;210077
090053;2019;636
090053;2020;634
090090;2019;2080
090090;2020;2092
065087;2019;5217
065087;2020;5175
062045;2019;3861
062045;2020;3819
004157;2019;2730
004157;2020;2703
026055;2019;21714
026055;2020;21726
065088;2019;35194
065088;2020;35129
057048;2019;166
057048;2020;154
016154;2019;2071
016154;2020;2099
083065;2019;1130
083065;2020;1123
069059;2019;4219
069059;2020;4207
030068;2019;5062
030068;2020;5097
004158;2019;569
004158;2020;575
097063;2019;341
097063;2020;335
064068;2019;1796
064068;2020;1737
062046;2019;2412
062046;2020;2363
017131;2019;184
017131;2020;175
017132;2019;2108
017132;2020;2122
016155;2019;4052
016155;2020;4034
036029;2019;2122
036029;2020;2080
073020;2019;7670
073020;2020;7630
073021;2019;15992
073021;2020;15927
087032;2019;16349
087032;2020;16203
050024;2019;4550
050024;2020;4565
034026;2019;1105
034026;2020;1086
070050;2019;1669
070050;2020;1651
090054;2019;4135
090054;2020;4118
016156;2019;4472
016156;2020;4479
082052;2019;1980
082052;2020;1935
001177;2019;837
001177;2020;851
019066;2019;3812
019066;2020;3819
076057;2019;4748
076057;2020;4666
089015;2019;8493
089015;2020;8416
030069;2019;2901
030069;2020;2911
017133;2019;19938
017133;2020;20125
002090;2019;1181
002090;2020;1145
048031;2019;1120
048031;2020;1125
069060;2019;1302
069060;2020;1291
079089;2019;1156
079089;2020;1139
082053;2019;652720
082053;2020;647422
058074;2019;22070
058074;2020;21995
018107;2019;1853
018107;2020;1843
060046;2019;8058
060046;2020;8021
080056;2019;2279
080056;2020;2201
101016;2019;1122
101016;2020;1061
103052;2019;1148
103052;2020;1136
009047;2019;927
009047;2020;936
063052;2019;16612
063052;2020;16007
084027;2019;21799
084027;2020;21551
030070;2019;5311
030070;2020;5371
075058;2019;1452
075058;2020;1430
095039;2019;1537
095039;2020;1498
080057;2019;18320
080057;2020;18170
044056;2019;185
044056;2020;171
069061;2019;888
069061;2020;838
072033;2019;20967
072033;2020;20891
058075;2019;12770
058075;2020;12688
069062;2019;973
069062;2020;960
065089;2019;3885
065089;2020;3868
016157;2019;5678
016157;2020;5709
023056;2019;1223
023056;2020;1236
022133;2019;169
022133;2020;165
078089;2019;1035
078089;2020;1023
030071;2019;2125
030071;2020;2062
004159;2019;297
004159;2020;285
001178;2019;2073
001178;2020;2038
018108;2019;305
018108;2020;308
022134;2019;838
022134;2020;837
019067;2019;8904
019067;2020;8878
078090;2019;322
078090;2020;311
054037;2019;5525
054037;2020;5497
062047;2019;2082
062047;2020;2077
071037;2019;754
071037;2020;741
081014;2019;7495
081014;2020;7496
015167;2019;5831
015167;2020;5812
078091;2019;15632
078091;2020;15466
062048;2019;2063
062048;2020;2052
078092;2019;666
078092;2020;661
029034;2019;1444
029034;2020;1445
015168;2019;28091
015168;2020;28117
075059;2019;8843
075059;2020;8790
017134;2019;4783
017134;2020;4814
021062;2019;3783
021062;2020;3814
001179;2019;428
001179;2020;417
078093;2019;2126
078093;2020;2116
061054;2019;11795
061054;2020;11908
006125;2019;525
006125;2020;528
102026;2019;1282
102026;2020;1269
097064;2019;132
097064;2020;133
034027;2019;198606
034027;2020;200455
006126;2019;645
006126;2020;637
004160;2019;206
004160;2020;204
064069;2019;653
064069;2020;645
018109;2019;1914
018109;2020;1912
055025;2019;504
055025;2020;487
016158;2019;2717
016158;2020;2705
081015;2019;10232
081015;2020;10141
082054;2019;31146
082054;2020;30917
003114;2019;2164
003114;2020;2156
016159;2019;351
016159;2020;357
030072;2019;9397
030072;2020;9406
093029;2019;7622
093029;2020;7649
017135;2019;604
017135;2020;601
005082;2019;425
005082;2020;416
054038;2019;5520
054038;2020;5509
017136;2019;7009
017136;2020;6974
060047;2019;1373
060047;2020;1333
061055;2019;3042
061055;2020;3018
023057;2019;3124
023057;2020;3144
006127;2019;1266
006127;2020;1265
097065;2019;1969
097065;2020;1937
076100;2019;3261
076100;2020;3202
087033;2019;46631
087033;2020;46202
078094;2019;1369
078094;2020;1361
064070;2019;2283
064070;2020;2261
060048;2019;3135
060048;2020;3112
090055;2019;2999
090055;2020;2993
083066;2019;13047
083066;2020;12961
075060;2019;1682
075060;2020;1642
095040;2019;296
095040;2020;296
030073;2019;2561
030073;2020;2477
111053;2019;588
111053;2020;583
095041;2019;2190
095041;2020;2155
015169;2019;11217
015169;2020;11172
062049;2019;1638
062049;2020;1629
001180;2019;1113
001180;2020;1116
018110;2019;71943
018110;2020;71882
030074;2019;5553
030074;2020;5529
001181;2019;3827
001181;2020;3749
017137;2019;2721
017137;2020;2730
036030;2019;17802
036030;2020;17978
080058;2019;511
080058;2020;510
050025;2019;4715
050025;2020;4717
001182;2019;233
006128;2019;1199
006128;2020;1185
001183;2019;4041
001183;2020;4083
087034;2019;14501
087034;2020;14595
109030;2019;2839
109030;2020;2823
025036;2019;4416
025036;2020;4393
024076;2019;736
024076;2020;728
026056;2019;7348
026056;2020;7351
014047;2019;37
014047;2020;37
078096;2019;806
078096;2020;801
016160;2019;5990
016160;2020;5994
013178;2019;183
013178;2020;179
041041;2019;690
041041;2020;665
020039;2019;6980
020039;2020;6964
016161;2019;1804
016161;2020;1787
022136;2019;1863
022136;2020;1843
048032;2019;7642
048032;2020;7683
003115;2019;934
003115;2020;924
034028;2019;1015
034028;2020;988
065090;2019;10846
065090;2020;10851
022137;2019;789
022137;2020;790
022138;2019;383
022138;2020;400
005083;2019;463
005083;2020;458
