codice_istat;anno;abitanti
002054;2019;1053
002054;2020;1063
017067;2019;29002
017067;2020;29250
108023;2019;41695
108023;2020;41748
091016;2019;2268
091016;2020;2231
078048;2019;5164
078048;2020;5131
008025;2019;684
008025;2020;672
008026;2019;2237
008026;2020;2240
004080;2019;3623
004080;2020;3618
008027;2019;5808
008027;2020;5779
008028;2019;1111
008028;2020;1097
048013;2019;5516
048013;2020;5541
030032;2019;2296
030032;2020;2299
022233;2019;2134
022233;2020;2108
102008;2019;2010
102008;2020;1977
078049;2019;4335
078049;2020;4286
075027;2019;2934
075027;2020;2906
003060;2019;1386
003060;2020;1380
013087;2019;611
013087;2020;600
021028;2019;3340
021028;2020;3344
031003;2019;1364
031003;2020;1350
004081;2019;4733
004081;2020;4722
069029;2019;330
069029;2020;324
030033;2019;165
030033;2020;157
023031;2019;2549
023031;2020;2530
008029;2019;2041
008029;2020;2032
008030;2019;1348
008030;2020;1313
031004;2019;336
031004;2020;328
111014;2019;9635
111014;2020;9607
027012;2019;15116
027012;2020;15080
097031;2019;2531
097031;2020;2542
078050;2019;927
078050;2020;923
013089;2019;1468
013089;2020;1471
025018;2019;2308
025018;2020;2316
064031;2019;1800
064031;2020;1843
103028;2019;18160
103028;2020;18068
111015;2019;1648
111015;2020;1635
111016;2019;6101
111016;2020;6051
096024;2019;722
096024;2020;720
013090;2019;3334
013090;2020;3264
007023;2019;2486
007023;2020;2448
111017;2019;2040
111017;2020;2008
091017;2019;8521
091017;2020;8502
097032;2019;312
097032;2020;308
003062;2019;2528
003062;2020;2527
018061;2019;4586
018061;2020;4556
096025;2019;529
096025;2020;543
020022;2019;3381
020022;2020;3353
016092;2019;910
016092;2020;897
013092;2019;241
013092;2020;236
007024;2019;516
007024;2020;512
040011;2019;1572
040011;2020;1569
019041;2019;3772
019041;2020;3748
037025;2019;6558
037025;2020;6585
061033;2019;2084
061033;2020;2067
102009;2019;2026
102009;2020;2041
022078;2019;584
022078;2020;586
030034;2019;103
030034;2020;102
015101;2019;3027
015101;2020;2991
019042;2019;578
022079;2019;5082
022079;2020;5138
004082;2019;7038
004082;2020;7045
001099;2019;8881
001099;2020;8909
103029;2019;1060
103029;2020;1052
091018;2019;604
091018;2020;596
014027;2019;3631
014027;2020;3642
028106;2019;9034
028106;2020;8986
024038;2019;13873
024038;2020;13896
062027;2019;2748
062027;2020;2721
032001;2019;8389
032001;2020;8321
012065;2019;1452
012065;2020;1460
012066;2019;126
012066;2020;123
062028;2019;2144
062028;2020;2171
070022;2019;405
070022;2020;393
005052;2019;1037
005052;2020;1065
065050;2019;39036
065050;2020;38750
017068;2019;4486
017068;2020;4450
021029;2019;5391
021029;2020;5479
068018;2019;1691
068018;2020;1661
091019;2019;560
091019;2020;554
097033;2019;1225
097033;2020;1214
092108;2019;9368
092108;2020;9349
004083;2019;87
004083;2020;87
007025;2019;219
007025;2020;223
048014;2019;48783
048014;2020;48611
016093;2019;3410
016093;2020;3407
024039;2019;1610
024039;2020;1583
030035;2019;1319
030035;2020;1324
086009;2019;26726
086009;2020;26368
004084;2019;842
004084;2020;840
016094;2019;1997
016094;2020;2005
004085;2019;1989
004085;2020;1966
076030;2019;1372
076030;2020;1326
027013;2019;12221
027013;2020;12197
013095;2019;16127
013095;2020;15974
023032;2019;1906
023032;2020;1887
023033;2019;780
023033;2020;768
017069;2019;8556
017069;2020;8595
074006;2019;8452
074006;2020;8393
063064;2019;51929
063064;2020;51588
081008;2019;26780
081008;2020;26607
009028;2019;219
009028;2020;217
093019;2019;372
093019;2020;369
090088;2019;729
090088;2020;722
097034;2019;705
097034;2020;692
043016;2019;1968
043016;2020;1934
111018;2019;2149
111018;2020;2126
111019;2019;573
111019;2020;557
017070;2019;5217
017070;2020;5211
097035;2019;771
097035;2020;757
060031;2019;3811
060031;2020;3801
090028;2019;382
090028;2020;380
028037;2019;16256
028037;2020;16171
111020;2019;610
111020;2020;583
007026;2019;504
007026;2020;481
013097;2019;2609
013097;2020;2628
001100;2019;250
001100;2020;239
006067;2019;605
006067;2020;591
046036;2019;815
046036;2020;794
035021;2019;6616
035021;2020;6655
042017;2019;30634
042017;2020;30328
056024;2019;8179
056024;2020;8113
102010;2019;2093
102010;2020;2061
055011;2019;2739
055011;2020;2715
030036;2019;2865
030036;2020;2836
022080;2019;642
022080;2020;643
014028;2019;556
014028;2020;553
039010;2019;58173
039010;2020;58288
071023;2019;618
071023;2020;611
030037;2019;6143
030037;2020;6120
013098;2019;1199
013098;2020;1153
073005;2019;3460
073005;2020;3455
066042;2019;405
066042;2020;382
078051;2019;3719
078051;2020;3651
012067;2019;12384
012067;2020;12363
022081;2019;908
022081;2020;908
062029;2019;3575
062029;2020;3528
025019;2019;1847
025019;2020;1844
061101;2019;3516
061101;2020;3451
078052;2019;1386
078052;2020;1336
042018;2019;25850
042018;2020;25780
083019;2019;2744
083019;2020;2708
056025;2019;2098
056025;2020;2043
079047;2019;3814
079047;2020;3776
109005;2019;3275
109005;2020;3249
069104;2019;137
069104;2020;120
103030;2019;124
013099;2019;4683
013099;2020;4696
060032;2019;535
060032;2020;536
021030;2019;2849
021030;2020;2892
036011;2019;2942
036011;2020;2966
093020;2019;1560
093020;2020;1522
041013;2019;60479
041013;2020;60411
067024;2019;277
067024;2020;272
069030;2019;1971
069030;2020;1971
016096;2019;7874
016096;2020;7904
057027;2019;13527
057027;2020;13530
003065;2019;2028
003065;2020;2018
016097;2019;1278
016097;2020;1275
069031;2019;1355
069031;2020;1330
024040;2019;3682
024040;2020;3689
076031;2019;598
076031;2020;581
004086;2019;1760
004086;2020;1724
068019;2019;1437
068019;2020;1419
033019;2019;1173
033019;2020;1151
056026;2019;1454
056026;2020;1420
026026;2019;8656
026026;2020;8585
031005;2019;1676
031005;2020;1662
074007;2019;39181
074007;2020;39025
010022;2019;65
010022;2020;65
050014;2019;3693
050014;2020;3615
004087;2019;485
004087;2020;474
010023;2019;454
010023;2020;448
084017;2019;31978
084017;2020;31664
081009;2019;4301
081009;2020;4289
001101;2019;5212
001101;2020;5154
004088;2019;309
004088;2020;301
001102;2019;2242
001102;2020;2206
034013;2019;9022
034013;2020;9160
065051;2019;1220
065051;2020;1217
006068;2019;2250
006068;2020;2202
025021;2019;20463
025021;2020;20451
013100;2019;3214
013100;2020;3203
001103;2019;509
001103;2020;506
007027;2019;1778
007027;2020;1769
055012;2019;1847
055012;2020;1833
060033;2019;20136
060033;2020;20037
089008;2019;2400
089008;2020;2392
041014;2019;8400
041014;2020;8359
109006;2019;37034
109006;2020;36812
012068;2019;6746
012068;2020;6736
079048;2019;2042
079048;2020;2014
080032;2019;1617
080032;2020;1590
077008;2019;8407
077008;2020;8269
038008;2019;132931
038008;2020;132899
023034;2019;273
023034;2020;249
070023;2019;3220
070023;2020;3214
012069;2019;687
012069;2020;687
018062;2019;1112
018062;2020;1091
005053;2019;1549
005053;2020;1525
033020;2019;1192
033020;2020;1156
080033;2019;731
080033;2020;751
057028;2019;1277
057028;2020;1241
001104;2019;2656
001104;2020;2635
058036;2019;15347
058036;2020;15424
043017;2019;665
043017;2020;646
022083;2019;1100
022083;2020;1069
082035;2019;12604
082035;2020;12741
029021;2019;2332
029021;2020;2279
083020;2019;1393
083020;2020;1374
055013;2019;1593
055013;2020;1606
034014;2019;26898
034014;2020;27012
021031;2019;3543
021031;2020;3579
022085;2019;479
022085;2020;494
019043;2019;1193
019043;2020;1213
048015;2019;13988
048015;2020;13945
017071;2019;2054
017071;2020;2012
027014;2019;8382
027014;2020;8437
029022;2019;3943
029022;2020;3933
013101;2019;5121
013101;2020;5088
048052;2019;23549
048052;2020;23569
078053;2019;1153
078053;2020;1152
058037;2019;433
058037;2020;424
102011;2019;5175
102011;2020;5077
016098;2019;3101
016098;2020;3094
102012;2019;1818
102012;2020;1782
045006;2019;2243
045006;2020;2239
060034;2019;515
060034;2020;505
069032;2019;907
069032;2020;883
076032;2019;2851
076032;2020;2834
018063;2019;828
018063;2020;804
094019;2019;611
094019;2020;606
102013;2019;1384
102013;2020;1350
042019;2019;9337
042019;2020;9259
036012;2019;15353
036012;2020;15156
009029;2019;11371
009029;2020;11229
016099;2019;1128
016099;2020;1132
013102;2019;9737
013102;2020;9779
016100;2019;2986
016100;2020;2991
001105;2019;764
001105;2020;763
036013;2019;17098
036013;2020;17135
033021;2019;14991
033021;2020;14916
048017;2019;369885
048017;2020;366927
048018;2019;4555
048018;2020;4518
078054;2019;1983
078054;2020;1955
038027;2019;8731
038027;2020;8611
065052;2019;13800
065052;2020;13762
060035;2019;10446
060035;2020;10342
036014;2019;1216
036014;2020;1199
080034;2019;896
080034;2020;879
093021;2019;11685
093021;2020;11719
083021;2019;1351
083021;2020;1330
078055;2019;2886
078055;2020;2853
087016;2019;9268
087016;2020;9207
030190;2019;6383
030190;2020;6336
058120;2019;75455
058120;2020;76097
043019;2019;1312
043019;2020;1311
045007;2019;7622
045007;2020;7502
030039;2019;1102
030039;2020;1099
017072;2019;8838
017072;2020;8834
083022;2019;469
083022;2020;451
089009;2019;21458
089009;2020;21359
090029;2019;1509
090029;2020;1507
064032;2019;2828
064032;2020;2789
111021;2019;2948
111021;2020;2820
095080;2019;435
095080;2020;434
002057;2019;192
002057;2020;187
071024;2019;150652
071024;2020;149673
062030;2019;3250
062030;2020;3221
031006;2019;3020
031006;2020;2986
001106;2019;2316
001106;2020;2277
051018;2019;9392
051018;2020;9364
062031;2019;1413
062031;2020;1393
022087;2019;3169
022087;2020;3168
044020;2019;9195
044020;2020;9142
054018;2019;55802
054018;2020;55609
026027;2019;3768
026027;2020;3712
011013;2019;6325
011013;2020;6282
053009;2019;21441
053009;2020;21249
098026;2019;2315
098026;2020;2319
083023;2019;1045
083023;2020;1009
059007;2019;38925
059007;2020;38840
022088;2019;1444
022088;2020;1436
091024;2019;3799
091024;2020;3796
007028;2019;434
007028;2020;431
060036;2019;2842
060036;2020;2793
093022;2019;12499
093022;2020;12479
064033;2019;2995
064033;2020;2967
037026;2019;1952
037026;2020;1968
016101;2019;4648
016101;2020;4702
034015;2019;7022
034015;2020;7096
026028;2019;5717
026028;2020;5671
003066;2019;2643
003066;2020;2610
002058;2019;1095
002058;2020;1086
010024;2019;260
010024;2020;254
005054;2019;542
005054;2020;537
028038;2019;7988
028038;2020;7997
026029;2019;5805
026029;2020;5918
058122;2019;31192
058122;2020;31441
066043;2019;341
066043;2020;311
060037;2019;1284
060037;2020;1276
061034;2019;790
061034;2020;786
016102;2019;588
016102;2020;565
034016;2019;5553
034016;2020;5595
025022;2019;3174
025022;2020;3134
016103;2019;187
016103;2020;187
057029;2019;3031
057029;2020;3067
044021;2019;1257
044021;2020;1235
062032;2019;1222
062032;2020;1209
014029;2019;800
014029;2020;797
095020;2019;869
095020;2020;870
076033;2019;1953
076033;2020;1931
016104;2019;3101
016104;2020;3073
030137;2019;1744
030137;2020;1736
064034;2019;5357
064034;2020;5244
063031;2019;17484
063031;2020;17510
040012;2019;118360
040012;2020;118292
094020;2019;671
094020;2020;647
040013;2019;13264
040013;2020;13268
103031;2019;443
103031;2020;445
058038;2019;12947
058038;2020;13048
059008;2019;37727
059008;2020;37549
061035;2019;1427
061035;2020;1412
019044;2019;1038
019044;2020;1037
036015;2019;34393
036015;2020;34366
002059;2019;500
002059;2020;484
038009;2019;2684
022089;2019;1325
022089;2020;1319
094021;2019;1829
094021;2020;1881
030040;2019;565
030040;2020;554
030041;2019;920
030041;2020;909
030042;2019;578
030042;2020;570
001107;2019;3353
001107;2020;3307
034017;2019;5976
034017;2020;5965
016105;2019;3420
016105;2020;3402
046013;2019;7156
046013;2020;7111
021032;2019;996
021032;2020;1003
018064;2019;361
018064;2020;356
083024;2019;868
083024;2020;871
046014;2019;583
046014;2020;564
045008;2019;4629
045008;2020;4668
066044;2019;717
066044;2020;697
069033;2019;6173
069033;2020;6237
027015;2019;4176
027015;2020;4154
027016;2019;6127
027016;2020;5959
070024;2019;1260
070024;2020;1240
004089;2019;24612
004089;2020;24658
054019;2019;2630
054019;2020;2654
079052;2019;579
079052;2020;574
027017;2019;7045
027017;2020;7018
041015;2019;9401
041015;2020;9289
024041;2019;692
024041;2020;682
004090;2019;759
004090;2020;750
004091;2019;1552
004091;2020;1547
006069;2019;319
006069;2020;314
073006;2019;5145
073006;2020;5095
062033;2019;1016
062033;2020;1006
062034;2019;1786
062034;2020;1764
069034;2019;301
069034;2020;292
011014;2019;636
011014;2020;623
069035;2019;24910
069035;2020;25109
102014;2019;1869
102014;2020;1840
006070;2019;505
006070;2020;508
109007;2019;932
109007;2020;921
083025;2019;3711
083025;2020;3661
074008;2019;35703
074008;2020;35497
076034;2019;4147
076034;2020;4117
078056;2019;2847
078056;2020;2842
102015;2019;1644
102015;2020;1632
089010;2019;12389
089010;2020;12192
061036;2019;4679
061036;2020;4640
006071;2019;428
006071;2020;439
018065;2019;1170
018065;2020;1153
058039;2019;22091
058039;2020;22203
078057;2019;2017
078057;2020;1960
022090;2019;350
022090;2020;342
029023;2019;1425
029023;2020;1407
006072;2019;499
006072;2020;490
006073;2019;1376
006073;2020;1378
001108;2019;281
001108;2020;265
004092;2019;269
004092;2020;270
036016;2019;1892
036016;2020;1861
057030;2019;719
057030;2020;715
062035;2019;2192
062035;2020;2180
029024;2019;2589
029024;2020;2586
054020;2019;1839
054020;2020;1817
063032;2019;28909
063032;2020;28735
063033;2019;15776
063033;2020;15851
041016;2019;941
041016;2020;917
083026;2019;649
083026;2020;615
026030;2019;2906
026030;2020;2843
069036;2019;938
069036;2020;925
006074;2019;671
006074;2020;649
064035;2019;3564
064035;2020;3521
061037;2019;9095
061037;2020;9151
005055;2019;744
005055;2020;728
069037;2019;1712
069037;2020;1686
093024;2019;603
093024;2020;590
001109;2019;1632
001109;2020;1658
041017;2019;283
041017;2020;287
041018;2019;1278
041018;2020;1237
060038;2019;45073
060038;2020;44831
094022;2019;3073
094022;2020;2979
001110;2019;2873
001110;2020;2879
006075;2019;1911
006075;2020;1889
006076;2019;1593
006076;2020;1589
048019;2019;23029
048019;2020;23008
016106;2019;210
016106;2020;207
023035;2019;4128
023035;2020;4106
060039;2019;2079
060039;2020;2043
021033;2019;2633
021033;2020;2585
069038;2019;889
069038;2020;868
083027;2019;3257
083027;2020;3191
083028;2019;3811
083028;2020;3837
065053;2019;745
065053;2020;748
111022;2019;1588
111022;2020;1564
078058;2019;8000
078058;2020;8044
039011;2019;8146
039011;2020;8149
014030;2019;578
014030;2020;560
065054;2019;1139
065054;2020;1106
019045;2019;864
019045;2020;877
006077;2019;1088
006077;2020;1049
041019;2019;5698
041019;2020;5727
007029;2019;478
007029;2020;460
019046;2019;1932
019046;2020;1910
091025;2019;760
091025;2020;752
059009;2019;20214
059009;2020;20071
083029;2019;3177
083029;2020;3148
015103;2019;9077
015103;2020;9095
037027;2019;4801
037027;2020;4856
096026;2019;3721
096026;2020;3763
066045;2019;249
066045;2020;247
086010;2019;3509
086010;2020;3458
075028;2019;5078
075028;2020;5054
079055;2019;445
079055;2020;441
043020;2019;607
043020;2020;585
026031;2019;5965
026031;2020;5991
029025;2019;991
029025;2020;980
004093;2019;591
004093;2020;583
052013;2019;2678
052013;2020;2618
091026;2019;1386
091026;2020;1365
021034;2019;3297
021034;2020;3296
083030;2019;2467
083030;2020;2409
075029;2019;26437
075029;2020;26201
075030;2019;15242
075030;2020;15145
080035;2019;1615
080035;2020;1570
097036;2019;8509
097036;2020;8489
040014;2019;2455
040014;2020;2405
098027;2019;1272
098027;2020;1276
012070;2019;54015
012070;2020;54207
056027;2019;2760
056027;2020;2699
003068;2019;15496
003068;2020;15565
012071;2019;989
012071;2020;988
018066;2019;192
018066;2020;179
046015;2019;3702
046015;2020;3620
058040;2019;6205
058040;2020;6248
076035;2019;872
076035;2020;842
037028;2019;5513
037028;2020;5520
028039;2019;7118
028039;2020;7108
060040;2019;1249
060040;2020;1230
024042;2019;2398
024042;2020;2396
075031;2019;20418
075031;2020;20241
061038;2019;552
061038;2020;541
083031;2019;342
083031;2020;340
061039;2019;2092
061039;2020;2045
091027;2019;2436
091027;2020;2439
028040;2019;4369
028040;2020;4394
006078;2019;823
006078;2020;813
017073;2019;4675
017073;2020;4656
018067;2019;200
018067;2020;205
004094;2019;352
004094;2020;343
048020;2019;4818
048020;2020;4812
070025;2019;1402
070025;2020;1348
024043;2019;3374
024043;2020;3389
069039;2019;291
069039;2020;292
040015;2019;10688
040015;2020;10672
018068;2019;9786
018068;2020;9789
024044;2019;841
024044;2020;838
016107;2019;991
016107;2020;998
016108;2019;5396
016108;2020;5361
016109;2019;1430
016109;2020;1459
082036;2019;6588
082036;2020;6484
077009;2019;1026
077009;2020;1026
006079;2019;664
006079;2020;651
003069;2019;1433
003069;2020;1424
015105;2019;27263
015105;2020;27080
097037;2019;2509
097037;2020;2498
023036;2019;4059
023036;2020;4073
017074;2019;2641
017074;2020;2630
017075;2019;11518
017075;2020;11495
004095;2019;3073
004095;2020;3003
003070;2019;1757
003070;2020;1756
021035;2019;1734
021035;2020;1758
017076;2019;2812
017076;2020;2815
018069;2019;9690
018069;2020;9559
097038;2019;2716
097038;2020;2704
009030;2019;1223
009030;2020;1247
022091;2019;417
022091;2020;401
013106;2019;731
013106;2020;701
001111;2019;548
001111;2020;548
079056;2019;2063
079056;2020;2009
001112;2019;9439
001112;2020;9377
035022;2019;5757
035022;2020;5791
040016;2019;9253
040016;2020;9293
003071;2019;3330
003166;2019;5263
003166;2020;5177
002061;2019;7819
002061;2020;7782
017077;2019;12160
017077;2020;12236
029026;2019;1509
029026;2020;1512
016110;2019;849
016110;2020;843
006081;2019;4493
006081;2020;4450
058041;2019;1876
058041;2020;1884
012072;2019;9263
012072;2020;9223
091028;2019;2586
091028;2020;2572
053010;2019;8535
053010;2020;8430
020024;2019;2946
020024;2020;2981
012073;2019;4578
012073;2020;4594
016111;2019;4997
016111;2020;4989
028041;2019;4271
028041;2020;4270
023037;2019;5297
023037;2020;5250
033022;2019;2080
033022;2020;2118
020025;2019;2235
020025;2020;2183
085007;2019;72890
085007;2020;72187
099004;2019;1139
099004;2020;1123
030043;2019;10913
030043;2020;10833
012074;2019;2899
012074;2020;2906
058042;2019;5779
058042;2020;5716
042020;2019;1720
042020;2020;1701
019047;2019;1166
019047;2020;1140
004096;2019;2635
004096;2020;2584
111023;2019;807
111023;2020;790
010025;2019;569184
010025;2020;565752
111024;2019;314
111024;2020;309
076036;2019;5601
076036;2020;5528
058043;2019;23160
058043;2020;23123
